shot_id,campaign,shot_objective,postshot_description,shot_postshot_comment,shot_summary,shot_program,shot_scenario
17881,M6,'investigate divertor detachment in high density high power plasmas',no beam again from SS - no FBIS - better density match,'no beam again from SS - no FBIS - better density match','Test of high inboard puffing. No sensible data.','Divertor detachment in high density high power plasmas',
17882,M6,'investigate divertor detachment in high density high power plasmas',didn't get the reciprocation as forgot to load the waveform,'didn t get the reciprocation as forgot to load the waveform','Test of high inboard puffing. No sensible data.','Divertor detachment in high density high power plasmas',
17884,M6,'investigate divertor detachment in high density high power plasmas',No SS again - good SW and good high density,'No SS again - good SW and good high density','Test of high inboard puffing. No sensible data.','Divertor detachment in high density high power plasmas',
17886,M6,'investigate divertor detachment in high density high power plasmas',,,'Test of high inboard puffing. No sensible data.','Divertor detachment in high density high power plasmas',
17887,M6,'investigate divertor detachment in high density high power plasmas',"Strike point not in the right place - No useful information, shot needs beams",'Strike point not in the right place - No useful information shot needs beams','Test of high inboard puffing. No sensible data.','Divertor detachment in high density high power plasmas',
17888,M6,'investigate divertor detachment in high density high power plasmas',OK,'OK','Test of high inboard puffing. No sensible data.','Divertor detachment in high density high power plasmas',
17889,M6,'investigate divertor detachment in high density high power plasmas',"one beam, it withstands such high density with decreasing current",'one beam it withstands such high density with decreasing current','Test of high inboard puffing. No sensible data.','Divertor detachment in high density high power plasmas',
17890,M6,'investigate divertor detachment in high density high power plasmas',nice shot,'nice shot','Test of high inboard puffing. No sensible data.','Divertor detachment in high density high power plasmas',
17892,M6,Quantitative measurements of He concentration changes in the plasma core.,no beam,'no beam',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17893,M6,Quantitative measurements of He concentration changes in the plasma core.,no beam,'no beam',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17894,M6,Quantitative measurements of He concentration changes in the plasma core.,"OK, some H-mode",'OK some H-mode',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17895,M6,Quantitative measurements of He concentration changes in the plasma core.,disrupts at 0.32 on first sawtooth?,'disrupts at 0.32 on first sawtooth?',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17897,M6,Quantitative measurements of He concentration changes in the plasma core.,plasma start wobbling at 0.32 when it touches Helios nozzle,'plasma start wobbling at 0.32 when it touches Helios nozzle',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17898,M6,Quantitative measurements of He concentration changes in the plasma core.,"OK, IRE at 0.34",'OK IRE at 0.34',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17899,M6,Quantitative measurements of He concentration changes in the plasma core.,like previous shot,'like previous shot',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17900,M6,Quantitative measurements of He concentration changes in the plasma core.,density is too high - 2 min GDC,'density is too high - 2 min GDC',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17901,M6,Quantitative measurements of He concentration changes in the plasma core.,"density isn't controlled, disruption nearly at the same time every shot",'density isn t controlled disruption nearly at the same time every shot',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17903,M6,Quantitative measurements of He concentration changes in the plasma core.,looks exactly the same,'looks exactly the same',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17904,M6,Quantitative measurements of He concentration changes in the plasma core.,MSE 54kV (NJC) ref. shot,'MSE 54kV (NJC) ref. shot',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17905,M6,Quantitative measurements of He concentration changes in the plasma core.,density is much higher then in 17833,'density is much higher then in 17833',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17906,M6,Quantitative measurements of He concentration changes in the plasma core.,OK,'OK',"Useful data on He transport obtained, the programme finished on 70%. Useful data on machine behaviour at short GDC - mostly 2 min. The density is uncontrollable, and stays too high after first two normal 7 min GDC. In first shot after 7 min GDC (17905) it is 3 times higher than in reference shot 17833. Next shot only slightly lower.",He transport,
17909,M6,'Recover from boronisation',Good long shot. Similar impurity levels to other immediately post-boronisation shots.,'Good long shot.Similar impurity levels to other immediately post-boronisation shots.','Recovery performed','Boronisation recovery',
17910,M6,'Recover from boronisation',"UFO at 250 ms causes momentary rise in background impurities, but nothing to worry about",'UFO at 250 ms causes momentary rise in background impurities but nothing to worry about','Recovery performed','Boronisation recovery',
17911,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',"Good shot, good beam. Lots of UFOs. However, density drops away from the reference after 200 ms, due to failure to achieve strong H-mode, consequently killed by locked mode after 400 ms.",'Good shot good beam.Lots of UFOs.However density drops away from the reference after 200 ms due to failure to achieve strong H-mode consequently killed by locked mode after 400 ms.','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17912,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',Still plenty of UFOs. Density better.,'Still plenty of UFOs.Density better.','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17913,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',"Beam failed. Shot lasted longer, density grew very large by end, as plasma shrunk to an iridescent pink pair of points, and the Greenwald number grew to a transient 3.06...! (estimated from PCS traces as EFIT couldn't reconstruct anything after 500 ms)",'Beam failed.Shot lasted longer density grew very large by end as plasma shrunk to an iridescent pink pair of points and the Greenwald number grew to a transient 3.06...! (estimated from PCS traces as EFIT couldn t reconstruct anything after 500 ms)','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17915,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',Good ELM-free H-mode from 220 with consequent sharp rise in density following. Disrupts at 320 ms though. The ELMs obviously aren't in a mood to appear in order to be mitigated today.,'Good ELM-free H-mode from 220 with consequent sharp rise in density following.Disrupts at 320 ms though.The ELMs obviously aren t in a mood to appear in order to be mitigated today.','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17916,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',And now we have an ELMing H-mode - is ELM mitigation mastered?,'And now we have an ELMing H-mode - is ELM mitigation mastered?','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17917,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',Some ELMs. Magnetic event at 300 ms throws out density.,'Some ELMs. Magnetic event at 300 ms throws out density.','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17918,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',"Substantial ELM-free periods, but not as dramatic as 17915",'Substantial ELM-free periods but not as dramatic as 17915','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17919,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',Quite ELM-free until the I_p ramp-down begins at 400 ms,'Quite ELM-free until the I_p ramp-down begins at 400 ms','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17920,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',"Doesn't ramp down at 400, but does disrupt",'Doesn t ramp down at 400 but does disrupt','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17921,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',Beams both fired. Not very ELMy.,'Beams both fired.Not very ELMy.','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17922,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',Still problem with modes,'Still problem with modes','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17923,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',,,'Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17924,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',Again large mode at t=320ms,'Again large mode at t=320ms','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17925,M6,'Investigate ELM mitigation with EFCCs. EFCC0208 is set to produce an n=2 field - perform a EFC current scan.',Large mode at t=320,'Large mode at t=320','Some puzzling data a work in progress.Stop early to work on NBI control software.','ELM mitigation / radial efflux',
17928,M6,'develop scenario with sustained betaN>4',excellent. substantial H mode periods. Quite a few UFOs.,'excellent. substantial H mode periods. Quite a few UFOs.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17929,M6,'develop scenario with sustained betaN>4',"Ooops - good beams and good high density H mode, BUT, I left the HFS gas on. (using density feedback, so all other gas shut off). Interestingly, the LF mode accelerates throughout. Several ELMs. Lose H mode at 0.340.",'Ooops - good beams and good high density H mode BUT I left the HFS gas on. (using density feedback so all other gas shut off). Interestingly the LF mode accelerates throughout. Several ELMs. Lose H mode at 0.340.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17930,M6,'develop scenario with sustained betaN>4',"good beams again. more elm-free-ish and terminated completely when previous shot lost H mode. Gas shuts off about 0.170 except for blip after event at 0.200. Mode faster at 0.250 than previous, then slowing, but still rotating at 5.5kHz at termination. betaN >4 for 0.060s.",'good beams again. more elm-free-ish and terminated completely when previous shot lost H mode. Gas shuts off about 0.170 except for blip after event at 0.200. Mode faster at 0.250 than previous then slowing but still rotating at 5.5kHz at termination.betaN >4 for 0.060s.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17931,M6,'develop scenario with sustained betaN>4',"Earlier H mode, then killed by IRE at 0.200, shot lived on at high Vloop. It's a good job we bought these EFCCs!",'Earlier H mode then killed by IRE at 0.200 shot lived on at high Vloop. It s a good job we bought these EFCCs!','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17932,M6,'develop scenario with sustained betaN>4',"Hm, the mystery deepens. Early H mode again, lost just before 0.300s.",'Hm the mystery deepens. Early H mode again lost just before 0.300s.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17933,M6,'develop scenario with sustained betaN>4',"SS a bit late starting and SW short, but short had bad event at 0.220 probably not caused by late SS. Only 0.300 long. Mode starts a little later, but betaP is a little lower also, wrt 17933.",'SS a bit late starting and SW short but short had bad event at 0.220 probably not caused by late SS. Only 0.300 long. Mode starts a little later but betaP is a little lower also wrt 17933.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17934,M6,'develop scenario with sustained betaN>4',beams OK this time. bad event comes earlier - 0.120 and shot very sick thereafter.,'beams OK this time. bad event comes earlier - 0.120 and shot very sick thereafter.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17935,M6,'develop scenario with sustained betaN>4',"SS cut out at 0.200. Brief H mode from 0.220, but still disrupted at 0.360 despite lack of H mode. leaves c/c at 0.080. Density quite a bit lower, gas running flat-out until 0.230. Zebra PC failed.",'SS cut out at 0.200. Brief H mode from 0.220 but still disrupted at 0.360 despite lack of H mode. leaves c/c at 0.080. Density quite a bit lower gas running flat-out until 0.230. Zebra PC failed.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17936,M6,'develop scenario with sustained betaN>4',"good beams. Elmy H mode from 0.200, deeper after 0.250, lost at 0.350, Vloop rockets and disrupt soon after. Separates from c/c early then shrinks a bit but stays off.",'good beams. Elmy H mode from 0.200 deeper after 0.250 lost at 0.350 Vloop rockets and disrupt soon after. Separates from c/c early then shrinks a bit but stays off.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17937,M6,'develop scenario with sustained betaN>4',SS beam late. Kappa went high (li low) during fast ramp. LF mode does not appear during H mode(!).,'SS beam late. Kappa went high (li low) during fast ramp. LF mode does not appear during H mode(!).','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17938,M6,'develop scenario with sustained betaN>4',"No SS beam (FBIS trip), short SW. Control still not great, too large at 0.100",'No SS beam (FBIS trip) short SW. Control still not great too large at 0.100','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17939,M6,'develop scenario with sustained betaN>4',"Ace beams. Control improved, still wibbling around a bit 0.070-0.120, but didnt hit anything. H mode a little intermittent and LF mode weaker.",'Ace beams. Control improved still wibbling around a bit 0.070-0.120 but didnt hit anything. H mode a little intermittent and LF mode weaker.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17941,M6,'develop scenario with sustained betaN>4',Ok. Interesting shot.,'Ok. Interesting shot.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17942,M6,'develop scenario with sustained betaN>4',Ok. Good shot for comparison with the previous one.,'Ok. Good shot for comparison with the previous one.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17943,M6,'develop scenario with sustained betaN>4',No SW beam. Modified current ramp did not work exactly as required.,'No SW beam. Modified current ramp did not work exactly as required.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17944,M6,'develop scenario with sustained betaN>4',Only very short SW beam blip.,'Only very short SW beam blip.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17946,M6,'develop scenario with sustained betaN>4',"Lost plasma control, probably because HOMER was not able to identify the boundary due to a bright structure appearing at 0.07 s.",'Lost plasma control probably because HOMER was not able to identify the boundary due to a bright structure appearing at 0.07 s.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17947,M6,'develop scenario with sustained betaN>4',Still tearing mode between 0.2 and 0.3 s.,'Still tearing mode between 0.2 and 0.3 s.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17948,M6,'develop scenario with sustained betaN>4',Disrupts shortly before 0.3 s.,'Disrupts shortly before 0.3 s.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17949,M6,'develop scenario with sustained betaN>4',Beam not great. Again disruption at around 0.32 s.,'Beam not great. Again disruption at around 0.32 s.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17950,M6,'develop scenario with sustained betaN>4',"Ok, good beam. H-mode at 0.255 s.",'Ok good beam. H-mode at 0.255 s.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17951,M6,'develop scenario with sustained betaN>4',Again disruption at 0.35 s.,'Again disruption at 0.35 s.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17952,M6,'develop scenario with sustained betaN>4',Ok.,'Ok.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17953,M6,'develop scenario with sustained betaN>4',Ok.,'Ok.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17954,M6,'develop scenario with sustained betaN>4',OK.,'OK.','Good session achieved most of the program limited success in removing MHD. Little effect of the ramp-up phase in the flat-top.','performance optimisation',
17957,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',OK.,'OK.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17958,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',OK.,'OK.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17960,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',"Shot OK, short SW NBI.",'Shot OK short SW NBI.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17962,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',OK. Good SW NBI.,'OK. Good SW NBI.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17963,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',Good shot and SS NBI.,'Good shot and SS NBI.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17964,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',OK. Plasma touches probe.,'OK. Plasma touches probe.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17965,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',Good shot and beams.,'Good shot and beams.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17966,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',Good shot and SS NBI. SW NBI shorter.,'Good shot and SS NBI. SW NBI shorter.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17967,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',Good shot and beams. Much better shot than 17965 because of EF change.,'Good shot and beams. Much better shot than 17965 because of EF change.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17968,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',Good shot and beams. Plasma just touches probe.,'Good shot and beams. Plasma just touches probe.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17969,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',Good shot and beams. More plasma contact with probe.,'Good shot and beams. More plasma contact with probe.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17970,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',Good shot and beams. H-mode terminates earlier because of error field change.,'Good shot and beams. H-mode terminates earlier because of error field change.','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17971,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',"big IRE at 200ms, bad repeat of 17683, Good to ELM free H-mode at the end",'big IRE at 200ms bad repeat of 17683 Good to ELM free H-mode at the end','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17973,M6,'To measure the ELM radial eflux for a variety of plasma pedestal parameters.',PCS OK but IRE is still there,'PCS OK but IRE is still there','PIC thinks it was OK full summary to come later','ELM Radial Eflux',
17975,M6,'Inject small pellet into H-mode',"short NBIs probably effected by pellets , some rain of pellets in, interferometer failed for some reasons",'short NBIs probably effected by pellets some rain of pellets in interferometer failed for some reasons','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17976,M6,'Inject small pellet into H-mode',"short H-mode , 300 ms shot",'short H-mode 300 ms shot','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17977,M6,'Inject small pellet into H-mode',"H-mode a bit early , SW disrupted",'H-mode a bit early SW disrupted','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17978,M6,'Inject small pellet into H-mode',"almost no H-mode , but SS is late",'almost no H-mode but SS is late','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17979,M6,'Inject small pellet into H-mode',"ok, does not touch central rod some late h-mode but still not good enough",'ok does not touch central rod some late h-mode but still not good enough','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17980,M6,'Inject small pellet into H-mode',"at last ... some reasonable shot with early H-mode , pellets at 240ms",'at last ... some reasonable shot with early H-mode pellets at 240ms','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17981,M6,'Inject small pellet into H-mode',"good shot but pure pellets , some pellet at 360?",'good shot but pure pellets some pellet at 360?','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17982,M6,'Inject small pellet into H-mode',no SS some pellets around 300ms,'no SS some pellets around 300ms','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17983,M6,'Inject small pellet into H-mode',better pellet in at around 270ms into ELMy H-mode,'better pellet in at around 270ms into ELMy H-mode','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17984,M6,'Inject small pellet into H-mode',bad pellets,'bad pellets','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17985,M6,'Inject small pellet into H-mode',"worked !!!! fast elms , early H-mode , ELM frequency slow down with pellet at 290ms",'worked !!!! fast elms early H-mode ELM frequency slow down with pellet at 290ms','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17986,M6,'Inject small pellet into H-mode',"similarly good , one pellet at 290ms",'similarly good one pellet at 290ms','lot of pain but set good target shot good beams and finally got something need more analysis','Particle transport with pellets',
17989,M6,'Standard boronisation recovery',OOOps shouldn't have had the IBgas on.,'OOOps shouldn t have had the IBgas on.','Boronisation recovery complete.','Boronisation Recovery',
17990,M6,'Standard boronisation recovery',OK - Good long quite discharge with flattop density.,'OK - Good long quite discharge with flattop density.','Boronisation recovery complete.','Boronisation Recovery',
17991,M6,'Collect high resolution TS data for pedestal comparison shots.',"Good start, disrupts at 320ms",'Good start disrupts at 320ms','Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
17992,M6,'Collect high resolution TS data for pedestal comparison shots.',Short SW beam. Shorter shot enters H-mod at 190ms.,'Short SW beam. Shorter shot enters H-mod at 190ms.','Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
17993,M6,'Collect high resolution TS data for pedestal comparison shots.',Still can't get much past 300ms. But good beams,'Still can t get much past 300ms. But good beams','Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
17994,M6,'Collect high resolution TS data for pedestal comparison shots.',No south beam.,'No south beam.','Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
17995,M6,'Collect high resolution TS data for pedestal comparison shots.',No south beam. Pump valves tripped.,'No south beam. Pump valves tripped.','Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
17996,M6,'Collect high resolution TS data for pedestal comparison shots.',Good shot,'Good shot','Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
17997,M6,'Collect high resolution TS data for pedestal comparison shots.',No beam,'No beam','Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
17998,M6,'Collect high resolution TS data for pedestal comparison shots.',OK,'OK','Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
17999,M6,'Collect high resolution TS data for pedestal comparison shots.',"Extra long shot, survives large density drop at 340ms",'Extra long shot survives large density drop at 340ms','Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
18001,M6,'Collect high resolution TS data for pedestal comparison shots.',,,'Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
18002,M6,'Collect high resolution TS data for pedestal comparison shots.',"Again shot survives the large mode and density drop at 280ms, and enters a second period of H-mode.",'Again shot survives the large mode and density drop at 280ms and enters a second period of H-mode.','Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
18003,M6,'Collect high resolution TS data for pedestal comparison shots.',OK,'OK','Difficulty getting working scenario - further work required','MAST/NSTX/DIII-D pedestal comparison',
18005,M6,'Compare the small ELM regime between C-MODE MAST and NSTX using a similar shape and match the pedestal parameters',"NBI breakdown in the middle of the discharge , no H-mode, density is higher then target shot 17557",'NBI breakdown in the middle of the discharge no H-mode density is higher then target shot 17557','Nice beta scan in small ELM discharges with DND configurations. Set up target discharge in LSND. More work needed.','Small ELM Regime beta scan',
18006,M6,'Compare the small ELM regime between C-MODE MAST and NSTX using a similar shape and match the pedestal parameters',"density is much closer to 17557 but still not perfect , no H-mode again!",'density is much closer to 17557 but still not perfect no H-mode again!','Nice beta scan in small ELM discharges with DND configurations. Set up target discharge in LSND. More work needed.','Small ELM Regime beta scan',
18007,M6,'Compare the small ELM regime between C-MODE MAST and NSTX using a similar shape and match the pedestal parameters',H- mode but slightly later than in 15839,'H- mode but slightly later than in 15839','Nice beta scan in small ELM discharges with DND configurations. Set up target discharge in LSND. More work needed.','Small ELM Regime beta scan',
18008,M6,'Compare the small ELM regime between C-MODE MAST and NSTX using a similar shape and match the pedestal parameters',"No NBI , No h-mode",'No NBI No h-mode','Nice beta scan in small ELM discharges with DND configurations. Set up target discharge in LSND. More work needed.','Small ELM Regime beta scan',
18009,M6,'Compare the small ELM regime between C-MODE MAST and NSTX using a similar shape and match the pedestal parameters',h-mode early but beam started later ~130ms,'h-mode early but beam started later ~130ms','Nice beta scan in small ELM discharges with DND configurations. Set up target discharge in LSND. More work needed.','Small ELM Regime beta scan',
18010,M6,'Compare the small ELM regime between C-MODE MAST and NSTX using a similar shape and match the pedestal parameters',"good shot,early H-mode, but ELMS are not small they are bog indeed",'good shotearly H-mode but ELMS are not small they are bog indeed','Nice beta scan in small ELM discharges with DND configurations. Set up target discharge in LSND. More work needed.','Small ELM Regime beta scan',
18011,M6,'Compare the small ELM regime between C-MODE MAST and NSTX using a similar shape and match the pedestal parameters',NBI are a bit late but there is nice H-mode - small EMS again,'NBI are a bit late but there is nice H-mode - small EMS again','Nice beta scan in small ELM discharges with DND configurations. Set up target discharge in LSND. More work needed.','Small ELM Regime beta scan',
